Timestamp,Level,Source,Message,EventTemplate,Parameters,EventID
2016-09-28 04:30:31,Info,CSI,"00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004, progress = NULL, phase = 0, pdwDisposition = @0xb6fd90","<*> IAdvancedInstallerAwareStore_ResolvePendingTransactions (call <*>) (flags = <*>, progress = NULL, phase = <*>, pdwDisposition = @<*>xb<*>fd<*>","00000004,1,00000004,0,0,6,90",17
2016-09-28 04:30:31,Info,CSI,"00000005 Creating NT transaction (seq 1), objectname [6]""(null)""","<*> Creating NT transaction (seq <*>), objectname [<*>]""(null)""","00000005,1,6",18
2016-09-28 04:30:31,Info,CSI,"00000006 Created NT transaction (seq 1) result 0x00000000, handle @0x214","<*> Created NT transaction (seq <*>) result <*>x<*>, handle @<*>x<*>","00000006,1,0,00000000,0,214",19
2016-09-28 04:30:31,Info,CSI,00000007@2016/9/27:20:30:31.462 CSI perf trace:,<*>@<*>/<*>/<*>:<*>.<*> CSI perf trace:,"00000007,2016,9,27:20:30,31,462",20
2016-09-28 04:30:31,Info,CBS,"NonStart: Success, startup processing not required as expected.","NonStart: Success, startup processing not required as expected.",,21
2016-09-28 04:30:31,Info,CBS,Startup processing thread terminated normally,Startup processing thread terminated normally,,22
2016-09-28 04:30:31,Info,CSI,00000008 CSI Store 4991456 (0x00000000004c29e0) initialized,<*> CSI Store <*> (<*>x<*>c<*>e<*>) initialized,"00000008,4991456,0,00000000004,29,0",23
2016-09-28 04:30:31,Info,CBS,Session: 30546173_4261722401 initialized by client WindowsUpdateAgent.,Session: <*>_<*> initialized by client WindowsUpdateAgent.,"30546173,4261722401",24
2016-09-28 04:30:31,Info,CBS,Session: 30546173_4262462443 initialized by client WindowsUpdateAgent.,Session: <*>_<*> initialized by client WindowsUpdateAgent.,"30546173,4262462443",24
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
2016-09-28 04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",26
2016-09-28 04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*>x<*>f<*>d - CBS_E_MANIFEST_INVALID_ITEM],"0,800,080",27
2016-09-28 04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,,25
